Name
Problem Framing
Recruiting
Research Skills
Financial Technology
Software as a Service (SaaS)
UIX
Financial Services
Design
Product Design
Python
Machine Learning
Databases
Product Life Cycle
B2B Software
Engelska
Processdesign
Design system
Cascading Style Sheets (CSS)
HTML
Mobile Applications
Design Team Coordination
Customer Contact
Presentations
Design Thinking
Digital Strategy
Artificial Intelligence (AI)
Design Strategy
Facilitation
Team Leadership
Creative Concept Design
InVision
Prototyping
Adobe XD
Figma (Software)
Adobe Creative Suite
Adobe Photoshop
User Experience (UX)
UX Research
Workshops
Interaction Design
User Experience
User Interface Design
Mobile Design
User-centered Design
Information Architecture
Web Design
Wire Framing
Graphic Design
Usability Testing
Art Direction
Illustrator
User Interface
Concept Development
User Scenarios
Visual Design
Layout
Usability
User Experience Design
Inspiring People
Wireframing
Design Sprints
UX strategy 
Instructional Design
